UniProt,PFAM,Count
Q14160,PDZ_2,1
Q14160,PDZ_6,3
Q14247,HS1_rep,7
Q14247,SH3_1,1
Q14247,SH3_2,1
Q14247,SH3_9,1
Q14258,PRY,1
Q14258,SPRY,1
Q14258,zf-C3HC4,1
Q14258,zf-C3HC4_2,1
Q14258,zf-C3HC4_3,1
Q14258,zf-C3HC4_4,1
Q14258,zf-RING_2,1
Q14258,zf-RING_5,1
Q14258,zf-RING_UBOX,1
Q14596,N_BRCA1_IG,1
Q14596,PB1,1
Q14596,ZZ,1
Q14671,PUF,8
Q14683,AAA_15,1
Q14683,AAA_21,1
Q14683,AAA_23,1
Q14683,AAA_29,1
Q14683,SMC_N,1
Q14683,SMC_hinge,1
Q14684,Nop52,1
Q14764,MVP_shoulder,1
Q14764,Vault,4
Q14764,Vault_2,2
Q14764,Vault_3,1
Q14764,Vault_4,1
Q14997,BLM10_mid,1
Q14997,DUF3437,1
Q14CZ7,FAST_1,1
Q14CZ7,FAST_2,1
Q14CZ7,RAP,1
Q15006,TPR_19,2
Q15006,TPR_8,1
Q15036,PX,1
Q15036,SNX17_FERM_C,1
Q15038,DAZAP2,1
Q15054,CDC27,1
Q15067,ACOX,1
Q15067,Acyl-CoA_dh_M,1
Q15067,Acyl-CoA_ox_N,1
Q15311,RhoGAP,1
Q15349,ABC1,1
Q15349,Kdo,1
Q15349,Kinase-like,1
Q15349,PK_Tyr_Ser-Thr,2
Q15349,Pkinase,2
Q15349,Pkinase_C,1
Q15418,Kdo,1
Q15418,Kinase-like,1
Q15418,PK_Tyr_Ser-Thr,2
Q15418,Pkinase,2
Q15418,Pkinase_C,1
Q15596,DUF1518,1
Q15596,DUF4927,1
Q15596,NCOA_u2,1
Q15596,Nuc_rec_co-act,1
Q15596,PAS,1
Q15596,PAS_11,1
Q15596,SRC-1,1
Q15631,Translin,1
Q15648,Med1,1
Q15651,HMG14_17,1
Q15678,FERM_C,1
Q15678,FERM_M,1
Q15678,FERM_N,1
Q15678,Y_phosphatase,1
Q15904,Ac45-VOA1_TM,1
Q15904,VAS1_LD,1
Q16594,TFIID-31kDa,1
Q16762,Rhodanese,2
Q16891,Mitofilin,1
Q1ED39,SMAP,1
Q1JUQ5,FKBP_C,1
Q1KMD3,AAA_33,1
Q1KMD3,SAP,1
Q1KMD3,SPRY,1
Q1KMD3,Zeta_toxin,1
Q2T9J0,Trypsin,1
Q2T9J0,Trypsin_2,1
Q4LE79,Plectin,8
Q4LE79,SH3_10,1
Q4LE79,Spectrin_like,1
Q4VXA5,MOEP19,1
Q52LJ0,DUF2465,1
Q53EP0,fn3,9
Q53H47,HTH_48,1
Q53H47,Pre-SET,1
Q53H47,SET,1
Q53H47,Transposase_1,1
Q53HI1,UNC-50,1
Q53YD7,EF1G,1
Q53YD7,GST_C,1
Q53YD7,GST_C_2,1
Q53YD7,GST_C_3,1
Q53YD7,GST_N,1
Q53YD7,GST_N_3,1
Q5C9Z4,MA3,1
Q5C9Z4,MIF4G,1
Q5D0E6,DALR_1,1
Q5F1R6,DnaJ,1
Q5F1R6,zf-C2H2_jaz,1
Q5F1R6,zf-met,1
Q5SY16,CLP1_P,1
Q5T124,SEP,1
Q5T124,UBX,1
Q5VV67,RRM_1,1
Q5VWX1,KH_1,1
Q5VWX1,Qua1,1
Q5VWX1,Sam68-YY,1
Q5W0Q7,DUF4650,1
Q5W0Q7,Peptidase_C98,1
Q66PJ3,SR-25,1
Q68D10,SPT2,1
Q6AWC2,WW,2
Q6DKI1,Ribosomal_L30,1
Q6DKI1,Ribosomal_L30_N,1
Q6EMK4,EGF,1
Q6EMK4,LRR_8,3
Q6FI81,CIAPIN1,2
Q6FI81,Methyltransf_11,1
Q6IBR0,Ribophorin_I,1
Q6IS14,eIF-5a,1
Q6NUN9,KRAB,1
Q6NUN9,zf-C2H2,3
Q6NUN9,zf-C2H2_4,1
Q6NUN9,zf-C2H2_6,2
Q6ZP01,RRM_1,1
Q70J99,C2,2
Q70J99,MUN,1
Q71RC2,La,1
Q7KZ85,HHH_3,1
Q7KZ85,HHH_7,1
Q7KZ85,HHH_9,1
Q7KZ85,HTH_44,1
Q7KZ85,S1,1
Q7KZ85,SH2,1
Q7KZ85,SH2_2,1
Q7KZ85,SPT6_acidic,1
Q7KZ85,YqgF,1
Q7L2J0,Bin3,1
Q7L2J0,Methyltransf_23,1
Q7L2J0,Methyltransf_31,1
Q7L590,Mcm10,1
Q7L590,zf-primase,1
Q7L8L6,FAST_1,1
Q7L8L6,FAST_2,1
Q7L8L6,RAP,1
Q7RTV0,PHF5,1
Q7Z434,CARD_2,1
Q7Z6J6,FA,1
Q7Z6J6,FERM_C,1
Q7Z6J6,FERM_M,1
Q7Z6J6,FERM_N,1
Q86UR1,PB1,1
Q86UR1,SH3_1,1
Q86UR5,C2,2
Q86UR5,FYVE_2,1
Q86UR5,PDZ,1
Q86VZ4,Ldl_recept_a,1
Q86VZ4,MANEC,1
Q86W42,WD40,1
Q86XN8,KH_1,2
Q86XN8,zf-C3HC4_3,1
Q86Z02,Kdo,1
Q86Z02,PK_Tyr_Ser-Thr,1
Q86Z02,Pkinase,1
Q8IUH3,RRM_1,4
Q8IVS2,Acyl_transf_1,1
Q8IWX8,CID,1
Q8IWX8,G-patch,1
Q8IWX8,Surp,1
Q8IX01,G-patch,1
Q8IX01,Surp,1
Q8IXM3,MRP-L27,1
Q8IYD1,GTP_EFTU,1
Q8IYD1,GTP_EFTU_D3,1
Q8IYD1,PAM2,1
Q8IZ69,Cons_hypoth95,1
Q8IZ69,MTS,1
Q8IZ69,Methyltransf_11,1
Q8IZ69,Methyltransf_25,1
Q8IZ69,Methyltransf_31,1
Q8IZ69,PCMT,1
Q8IZ69,Ubie_methyltran,1
Q8IZ69,tRNA_U5-meth_tr,1
Q8N0Z8,PseudoU_synth_1,2
Q8N0Z9,I-set,1
Q8N0Z9,Ig_3,2
Q8N0Z9,V-set,1
Q8N0Z9,ig,2
Q8N3F8,CAMSAP_CH,1
Q8N3F8,CH,1
Q8N3F8,LIM,1
Q8N3F8,bMERB_dom,1
Q8N442,EFG_C,1
Q8N442,GTP_EFTU,1
Q8N442,GTP_EFTU_D2,1
Q8N442,LepA_C,1
Q8N442,MMR_HSR1,1
Q8N442,Ras,1
Q8N4V1,MMgT,1
Q8N5P1,zf-CCCH,2
Q8N5P1,zf-CCCH_2,3
Q8N5P1,zf-CCCH_4,1
Q8N5P1,zf_CCCH_4,1
Q8N766,EMC1_C,1
Q8N766,PQQ_2,1
Q8NBJ9,SID-1_RNA_chan,1
Q8NC60,MMR_HSR1,1
Q8NC69,BTB_2,1
Q8NCA5,DUF2465,1
Q8NDV7,Ago_hook,1
Q8NDV7,TNRC6-PABC_bdg,1
Q8NEJ9,Sas10_Utp3,1
Q8NI36,ANAPC4_WD40,1
Q8NI36,Utp21,1
Q8NI36,WD40,2
Q8TBA6,Golgin_A5,1
Q8TD16,BicD,1
Q8TD26,Chromo,2
Q8TD26,Helicase_C,1
Q8TD26,ResIII,1
Q8TD26,SNF2-rel_dom,1
Q8TDM6,Guanylate_kin,1
Q8TDM6,PDZ,3
Q8TDM6,PDZ_6,2
Q8TDM6,Takusan,1
Q8TDM6,dbPDZ_assoc,1
Q8TEY7,DUSP,2
Q8TEY7,UCH,1
Q8TEY7,UCH_1,1
Q8TEY7,zf-UBP,1
Q8TF46,OB_Dis3,1
Q8TF46,RNB,1
Q8TF46,Rrp44_CSD1,1
Q8TF46,Rrp44_S1,1
Q8WUM0,Nucleoporin_C,1
Q8WV28,SH2,1
Q8WVM8,Sec1,1
Q8WVV9,RRM_1,2
Q8WVV9,RRM_5,2
Q8WVV9,RRM_8,1
Q8WWM7,LsmAD,1
Q8WWM7,PAM2,1
Q8WWM7,SM-ATX,1
Q8WXF0,RRM_1,1
Q8WXF1,NOPS,1
Q8WXF1,RRM_1,2
Q92529,PID,1
Q92529,SH2,1
Q92558,WH2,1
Q92665,MRP-S31,1
Q92759,Tfb2,1
Q92759,Tfb2_C,1
Q92771,DEAD_2,1
Q92771,Helicase_C_2,1
Q969F0,Miff,1
Q969H6,RNase_P_Rpp14,1
Q96BA8,bZIP_1,1
Q96BA8,bZIP_2,1
Q96BA8,bZIP_Maf,1
Q96BI1,MFS_1,2
Q96BP2,CHCH,1
Q96CN9,GRIP,1
Q96CS7,PH,1
Q96DI7,WD40,7
Q96DZ1,PRKCSH,2
Q96EL2,MRP-S24,1
Q96EU6,RRP36,1
Q96G01,BicD,1
Q96HU1,RUN,1
Q96HU1,RabGAP-TBC,1
Q96HU1,SH3_1,1
Q96HU1,SH3_2,1
Q96HU1,SH3_9,1
Q96IZ5,RRM_1,1
Q96KG9,PK_Tyr_Ser-Thr,1
Q96KG9,Pkinase,1
Q96KQ4,Ank,2
Q96KQ4,Ank_2,1
Q96KQ4,Ank_3,2
Q96KQ4,Ank_4,2
Q96KQ4,Ank_5,1
Q96KQ4,SH3_1,1
Q96KQ4,SH3_2,1
Q96KQ4,SH3_9,1
Q96KR1,DZF,1
Q96KR1,zf-met,3
Q96L21,Ribosomal_L16,1
Q96NA8,Myb_DNA-bind_5,1
Q96NA8,SNARE,1
Q96NA8,Syntaxin_2,1
Q96RP9,EFG_C,1
Q96RP9,EFG_III,1
Q96RP9,EFG_IV,1
Q96RP9,GTP_EFTU,1
Q96RP9,GTP_EFTU_D2,1
Q96RT8,GCP_C_terminal,1
Q96RT8,GCP_N_terminal,1
Q96SB4,PK_Tyr_Ser-Thr,1
Q96SB4,Pkinase,2
Q96T49,Ank,3
Q96T49,Ank_2,2
Q96T49,Ank_3,2
Q96T49,Ank_4,3
Q96T49,Ank_5,1
Q99439,CH,1
Q99439,Calponin,3
Q99460,HEAT_2,1
Q99460,PC_rep,4
Q99460,RPN2_C,1
Q99595,Tim17,1
Q99614,TPR_1,1
Q99614,TPR_8,1
Q99714,KR,1
Q99714,adh_short,1
Q99714,adh_short_C2,1
Q99728,Ank,3
Q99728,Ank_2,1
Q99728,Ank_3,2
Q99728,Ank_4,2
Q99728,Ank_5,2
Q99728,zf-RING_6,1
Q99759,PB1,1
Q99759,PK_Tyr_Ser-Thr,1
Q99759,Pkinase,1
Q99798,Aconitase,1
Q99798,Aconitase_C,1
Q99961,BAR,1
Q99961,BAR_2,1
Q99961,SH3_1,1
Q99961,SH3_2,1
Q99961,SH3_9,1
Q99963,BAR,1
Q99963,SH3_1,1
Q99963,SH3_2,1
Q99963,SH3_9,1
Q9BQA1,WD40,1
Q9BR76,DUF1899,1
Q9BR76,WD40,3
Q9BR76,WD40_4,1
Q9BV73,Rootletin,1
Q9BW92,HGTP_anticodon,1
Q9BW92,TGS,1
Q9BW92,tRNA-synt_2b,1
Q9BW92,tRNA_SAD,1
Q9BX40,FDF,1
Q9BX40,LSM14,1
Q9BX40,SM-ATX,1
Q9BXP5,ARS2,1
Q9BXP5,SERRATE_Ars2_N,1
Q9BXS5,Adap_comp_sub,1
Q9BY41,Hist_deacetyl,1
Q9BYD2,Ribosomal_L9_N,1
Q9BYG4,PB1,1
Q9BYG4,PDZ,1
Q9BYG4,PDZ_6,1
Q9BZK7,ANAPC4_WD40,1
Q9BZK7,LisH,1
Q9BZK7,WD40,6
Q9C0E4,PDZ,7
Q9C0E4,PDZ_6,4
Q9GZR7,DEAD,1
Q9GZR7,Helicase_C,1
Q9GZT3,RRM_1,1
Q9H074,MIF4G,1
Q9H074,PAM2,1
Q9H0D6,XRN_M,1
