Family id	Family Accession	Clan	Env. Start	Env. End	Ali. Start	Ali. End	Model Start	Model End	Bit Score	Ind. E-value	Cond. E-value	Description
Ank	PF00023.33	CL0465	366	398	366	397	1	32	15.17	0.025	7.5e-06	Ankyrin repeat
Ank	PF00023.33	CL0465	433	464	435	462	3	30	16.26	0.011	3.4e-06	Ankyrin repeat
Ank	PF00023.33	CL0465	499	531	500	530	2	32	31.81	1.3e-07	4.1e-11	Ankyrin repeat
Ank	PF00023.33	CL0465	565	595	566	594	4	32	20.70	0.00044	1.3e-07	Ankyrin repeat
Ank	PF00023.33	CL0465	596	627	597	624	2	29	18.20	0.0027	8.3e-07	Ankyrin repeat
Ank	PF00023.33	CL0465	629	661	630	660	2	32	18.70	0.0019	5.7e-07	Ankyrin repeat
Ank	PF00023.33	CL0465	663	693	665	692	3	30	15.98	0.014	4.1e-06	Ankyrin repeat
Ank	PF00023.33	CL0465	1082	1114	1084	1114	3	33	16.53	0.0091	2.8e-06	Ankyrin repeat
Ank	PF00023.33	CL0465	1115	1147	1116	1145	2	31	22.77	9.7e-05	3.0e-08	Ankyrin repeat
Ank	PF00023.33	CL0465	1150	1181	1151	1179	3	31	16.13	0.012	3.7e-06	Ankyrin repeat
Ank	PF00023.33	CL0465	1182	1213	1184	1213	3	32	20.24	0.00061	1.9e-07	Ankyrin repeat
Ank	PF00023.33	CL0465	1217	1248	1218	1247	2	31	23.13	7.4e-05	2.3e-08	Ankyrin repeat
Ank	PF00023.33	CL0465	1251	1283	1253	1280	3	30	14.84	0.031	9.5e-06	Ankyrin repeat
Ank	PF00023.33	CL0465	1284	1314	1285	1313	2	30	15.89	0.014	4.4e-06	Ankyrin repeat
Ank	PF00023.33	CL0465	1352	1384	1353	1384	2	33	30.27	4.1e-07	1.3e-10	Ankyrin repeat
Ank_3	PF13606.9	CL0465	499	528	499	528	1	31	21.19	0.00028	8.7e-08	Ankyrin repeat
Ank_3	PF13606.9	CL0465	629	658	630	657	2	30	22.25	0.00013	3.9e-08	Ankyrin repeat
Ank_3	PF13606.9	CL0465	1217	1246	1218	1246	2	31	21.24	0.00027	8.3e-08	Ankyrin repeat
Ank_3	PF13606.9	CL0465	1352	1381	1353	1381	2	31	17.46	0.0046	1.4e-06	Ankyrin repeat
Ank_5	PF13857.9	CL0465	295	341	303	341	18	56	29.32	8.1e-07	2.5e-10	Ankyrin repeats (many copies)
Ank_5	PF13857.9	CL0465	320	374	320	371	1	53	31.05	2.3e-07	7.1e-11	Ankyrin repeats (many copies)
Ank_5	PF13857.9	CL0465	553	604	553	604	1	56	29.26	8.5e-07	2.6e-10	Ankyrin repeats (many copies)
Ank_5	PF13857.9	CL0465	1102	1156	1102	1155	1	54	37.50	2.2e-09	6.7e-13	Ankyrin repeats (many copies)
KH_1	PF00013.32	CL0007	1727	1791	1729	1790	3	65	54.06	1.1e-14	3.5e-18	KH domain
