Family id	Family Accession	Clan	Env. Start	Env. End	Ali. Start	Ali. End	Model Start	Model End	Bit Score	Ind. E-value	Cond. E-value	Description
RNA_pol_Rpb1_R	PF05001.16	-	1784	1797	1784	1797	1	14	10.98	0.49	0.0002	RNA polymerase Rpb1 C-terminal repeat
RNA_pol_Rpb1_R	PF05001.16	-	1791	1804	1791	1804	1	14	10.60	0.65	0.00026	RNA polymerase Rpb1 C-terminal repeat
RNA_pol_Rpb1_R	PF05001.16	-	1798	1811	1798	1811	1	14	10.43	0.73	0.0003	RNA polymerase Rpb1 C-terminal repeat
RNA_pol_Rpb1_R	PF05001.16	-	1805	1818	1805	1818	1	14	8.76	2.5	0.001	RNA polymerase Rpb1 C-terminal repeat
RNA_pol_Rpb1_R	PF05001.16	-	1826	1839	1826	1839	1	14	7.73	5.3	0.0021	RNA polymerase Rpb1 C-terminal repeat
RNA_pol_Rpb1_R	PF05001.16	-	1833	1846	1833	1846	1	14	11.16	0.43	0.00018	RNA polymerase Rpb1 C-terminal repeat
RNA_pol_Rpb1_R	PF05001.16	-	1841	1853	1841	1853	2	14	8.92	2.2	0.0009	RNA polymerase Rpb1 C-terminal repeat
RNA_pol_Rpb1_R	PF05001.16	-	1847	1860	1847	1860	1	14	10.76	0.58	0.00023	RNA polymerase Rpb1 C-terminal repeat
RNA_pol_Rpb1_R	PF05001.16	-	1855	1867	1855	1867	2	14	16.33	0.0098	4.0e-06	RNA polymerase Rpb1 C-terminal repeat
RNA_pol_Rpb1_R	PF05001.16	-	1861	1874	1861	1874	1	14	17.94	0.003	1.2e-06	RNA polymerase Rpb1 C-terminal repeat
RNA_pol_Rpb1_R	PF05001.16	-	1868	1881	1868	1881	1	14	15.62	0.016	6.7e-06	RNA polymerase Rpb1 C-terminal repeat
RNA_pol_Rpb1_R	PF05001.16	-	1889	1902	1889	1902	1	14	9.15	1.9	0.00076	RNA polymerase Rpb1 C-terminal repeat
RNA_pol_Rpb1_R	PF05001.16	-	1896	1909	1896	1909	1	14	14.73	0.032	1.3e-05	RNA polymerase Rpb1 C-terminal repeat
RNA_pol_Rpb1_R	PF05001.16	-	1904	1916	1904	1916	2	14	14.17	0.048	1.9e-05	RNA polymerase Rpb1 C-terminal repeat
RNA_pol_Rpb1_R	PF05001.16	-	1910	1923	1910	1923	1	14	12.66	0.14	5.8e-05	RNA polymerase Rpb1 C-terminal repeat
RNA_pol_Rpb1_R	PF05001.16	-	1917	1930	1917	1930	1	14	15.95	0.013	5.3e-06	RNA polymerase Rpb1 C-terminal repeat
RNA_pol_Rpb1_R	PF05001.16	-	1924	1936	1924	1936	1	13	9.73	1.2	0.0005	RNA polymerase Rpb1 C-terminal repeat
RNA_pol_Rpb1_R	PF05001.16	-	1931	1954	1941	1954	1	14	7.24	7.5	0.0031	RNA polymerase Rpb1 C-terminal repeat
RNA_pol_Rpb1_R	PF05001.16	-	1948	1960	1948	1960	1	13	6.24	16	0.0064	RNA polymerase Rpb1 C-terminal repeat
