UniProt,PFAM,Count
Q16513,PK_Tyr_Ser-Thr,1
Q16513,Pkinase,1
Q16513,Pkinase_C,1
Q16666,HIN,2
Q16666,PYRIN,1
Q53SF7,Cobl,1
Q5T3I0,G-patch,1
Q5W0Q7,DUF4650,1
Q5W0Q7,Peptidase_C98,1
Q6K0P9,HIN,1
Q6K0P9,PYRIN,1
Q6P597,TPR_1,1
Q6P597,TPR_10,5
Q6P597,TPR_12,4
Q6P597,TPR_7,3
Q6P597,TPR_8,2
Q6P597,TPR_MalT,1
Q6ZRS2,HSA,1
Q6ZRS2,Helicase_C,1
Q6ZRS2,SNF2-rel_dom,1
Q7KZ85,HHH_3,1
Q7KZ85,HHH_7,1
Q7KZ85,HHH_9,1
Q7KZ85,HTH_44,1
Q7KZ85,S1,1
Q7KZ85,SH2,1
Q7KZ85,SH2_2,1
Q7KZ85,SPT6_acidic,1
Q7KZ85,YqgF,1
Q7Z406,Myosin_N,1
Q7Z406,Myosin_head,1
Q7Z406,Myosin_tail_1,1
Q86UP2,Rib_recp_KP_reg,1
Q86US8,EST1,1
Q86US8,EST1_DNA_bind,1
Q86US8,PIN_4,1
Q86W92,SAM_1,2
Q86W92,SAM_2,3
Q86XR8,Cep57_CLD,1
Q86XR8,Cep57_MT_bd,1
Q8IUD2,Cast,3
Q8IUD2,RBD-FIP,1
Q8IW41,Kdo,1
Q8IW41,PK_Tyr_Ser-Thr,1
Q8IW41,Pkinase,1
Q8IWZ3,Ank,15
Q8IWZ3,Ank_2,12
Q8IWZ3,Ank_3,4
Q8IWZ3,Ank_4,11
Q8IWZ3,Ank_5,3
Q8IWZ3,KH_1,1
Q8N1W1,C1_1,1
Q8N1W1,PH_16,1
Q8N1W1,RhoGEF,1
Q8N960,C2,2
Q8N960,DUF3668,1
Q8NAF0,zf-C2H2,7
Q8NAF0,zf-met,1
Q8NFH5,Nup35_RRM,1
Q8NFH5,Nup35_RRM_2,1
Q8TB72,PUF,8
Q8TEX9,HEAT,1
Q8TEX9,HEAT_EZ,1
Q8TEX9,IBN_N,1
Q8TF40,FNIP_C,1
Q8TF40,FNIP_M,1
Q8TF40,FNIP_N,1
Q8WUF5,Ank,2
Q8WUF5,Ank_2,1
Q8WUF5,SH3_1,1
Q8WUF5,SH3_2,1
Q8WUF5,SH3_9,1
Q92564,Cullin_binding,1
Q93034,Cullin,1
Q93034,Cullin_Nedd8,1
Q95HD8,MHC_I,1
Q969H6,RNase_P_Rpp14,1
Q96AE4,DUF1897,2
Q96AE4,KH_1,4
Q96AE4,KH_2,2
Q96B01,RAD51_interact,1
Q96BP2,CHCH,1
Q96EH5,Ribosomal_L39,1
Q96I25,G-patch,1
Q96I25,RRM_1,1
Q96KQ7,Ank,4
Q96KQ7,Ank_2,3
Q96KQ7,Ank_3,3
Q96KQ7,Ank_4,2
Q96KQ7,Ank_5,3
Q96KQ7,Pre-SET,1
Q96KQ7,SET,1
Q96Q89,Kinesin,1
Q96Q89,Microtub_bd,1
Q96SB8,AAA_23,1
Q96SB8,SMC_N,1
Q96SN8,Cnn_1N,1
Q96T21,Ribosomal_L7Ae,1
Q99435,EGF,1
Q99435,EGF_3,1
Q99435,EGF_CA,4
Q99435,Laminin_G_2,1
Q99435,VWC,2
Q99435,cEGF,1
Q99614,TPR_1,1
Q99614,TPR_8,1
Q99816,UEV,1
Q99816,Vps23_core,1
Q9BR76,DUF1899,1
Q9BR76,WD40,3
Q9BR76,WD40_4,1
Q9BUQ8,DEAD,1
Q9BUQ8,Helicase_C,1
Q9BVJ6,Utp14,1
Q9GZR7,DEAD,1
Q9GZR7,Helicase_C,1
Q9H2D6,PH,1
Q9H6D7,HAUS4,1
Q9NRA8,EIF4E-T,1
Q9NX95,Syntaphilin,1
Q9NXG2,THUMP,1
Q9NY15,EGF_3,6
Q9NY15,Fasciclin,6
Q9NY15,Xlink,1
Q9P1Z2,CALCOCO1,1
Q9P1Z2,SKICH,1
Q9P1Z2,Zn-C2H2_12,1
Q9P2E2,Kinesin,1
Q9P2E2,Microtub_bd,1
Q9UBF6,zf-ANAPC11,1
Q9UBF6,zf-rbx1,1
Q9UFF9,CAF1,2
Q9UGY1,Nop25,1
Q9UHL0,DEAD,1
Q9UHL0,Helicase_C,1
Q9UI47,Vinculin,2
Q9UJX6,ANAPC2,1
Q9UJX6,Cullin,1
Q9UK41,VPS28,1
Q9UMY1,NUC129,1
Q9Y4B4,Helicase_C,1
Q9Y4B4,ResIII,1
Q9Y4B4,SNF2-rel_dom,1
Q9Y6G3,MRP-S32,1
Q9Y6G9,DLIC,1
Q9Y6V7,DEAD,1
Q9Y6V7,Helicase_C,1
Q9Y6V7,ResIII,1
