Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
KEGG_2016	Adherens junction Homo sapiens hsa04520	51/74	2.0841108439126743e-10	3.0428018321125047e-09	0	0	4.572794515605268	101.9344883593867	CTNND1;PTPRM;PTPRJ;WASL;PTPRF;ACTB;ACTG1;RAC2;EP300;RAC3;RAC1;MAP3K7;ACP1;ACTN3;CSNK2A1;ACTN2;ACTN1;CSNK2A2;LMO7;ACTN4;RHOA;TGFBR1;TGFBR2;PARD3;CSNK2B;MET;SSX2IP;SRC;IQGAP1;EGFR;ERBB2;CTNNA1;MAPK1;CTNNA3;FYN;CTNNA2;WASF1;WASF3;MAPK3;SMAD2;PTPN1;TCF7L2;CREBBP;TCF7L1;SMAD4;YES1;SMAD3;SORBS1;TJP1;CTNNB1;FGFR1
KEGG_2016	Small cell lung cancer Homo sapiens hsa05222	56/86	7.977310312865151e-10	1.1092260054079162e-08	0	0	3.850466523121091	80.66438438027726	RB1;ITGB1;CDKN1B;LAMC3;LAMC2;PIK3CB;LAMC1;PIK3CG;IKBKB;CCND1;MYC;AKT2;AKT3;AKT1;IKBKG;SKP2;APAF1;CHUK;ITGA3;TRAF2;TRAF1;PIAS2;PIK3CA;TRAF4;CCNE2;COL4A2;TRAF3;CCNE1;COL4A4;TRAF6;RARB;ITGA6;TP53;LAMA5;LAMA2;MAX;LAMA1;LAMA3;PIK3R2;PIK3R1;PTGS2;RELA;RXRA;E2F1;E2F2;E2F3;LAMB3;LAMB2;FN1;LAMB1;NFKBIA;CDK6;CDK4;CDK2;CYCS;BCL2L1
KEGG_2016	Measles Homo sapiens hsa05162	79/136	1.083359138616681e-09	1.4379130385275948e-08	0	0	2.863272164049574	59.10709795923184	GSK3B;IFNA4;IFNA6;CDKN1B;CLEC4M;IFNA2;ADAR;PIK3CB;PIK3CG;BBC3;IFIH1;CCND3;TBK1;CCND1;AKT2;AKT3;AKT1;JAK2;MAP3K7;IKBKE;JAK1;IFNA14;CSNK2A1;CHUK;DDX58;IFNGR1;IFNA17;CSNK2A2;TYK2;DOK1;CCNE2;OAS1;PIK3CA;IRF3;CCNE1;TRAF6;OAS3;CSNK2B;IRF7;TLR7;TP53;IFNA10;TLR2;PIK3R2;PIK3R1;RCHY1;RELA;IRAK1;FYN;HSPA8;HSPA1L;STAT1;STAT2;HSPA6;MX1;STAT3;EIF2AK3;TNFRSF10B;MSN;EIF2AK2;TNFRSF10A;HSPA2;EIF2S1;TNFRSF10D;NFKBIA;MAVS;CDK6;CD209;CDK4;CDK2;FAS;EIF3H;RAB9A;TAB2;MYD88;HSPA1B;TP73;NFKBIB;HSPA1A
KEGG_2016	Citrate cycle (TCA cycle) Homo sapiens hsa00020	26/30	1.5004646335873863e-09	1.9049377087283346e-08	0	0	13.372167789344765	271.688898992357	FH;DLST;OGDHL;PDHB;IDH3B;DLAT;PCK2;IDH3A;PDHA1;MDH1;IDH3G;MDH2;IDH1;IDH2;SDHA;SDHB;CS;ACLY;PC;SUCLA2;OGDH;SUCLG2;SUCLG1;ACO1;ACO2;DLD
KEGG_2016	Ubiquitin mediated proteolysis Homo sapiens hsa04120	79/137	1.739892140306325e-09	2.1168687707060285e-08	0	0	2.8136951743297978	56.75066363322158	UBE3C;UBE2D3;KEAP1;UBE3A;UBE2L6;BRCA1;PRPF19;CDC20;HERC3;CDC23;HERC2;HERC1;CDC27;BTRC;SKP2;SKP1;PIAS4;PIAS3;FBXW8;FBXW7;FBXW11;FBXO2;UBE4A;UBE4B;PIAS2;RBX1;PIAS1;DDB1;TRAF6;ANAPC5;BIRC6;ANAPC1;ANAPC2;CUL7;CUL5;MGRN1;CUL3;CUL2;CUL1;NEDD4L;RNF7;RCHY1;CBL;ANAPC10;FZR1;SOCS1;UBR5;VHL;UBE2I;SMURF2;UBE2C;SIAH1;HUWE1;SYVN1;WWP1;WWP2;UBE2A;UBE2G2;PML;CUL4A;KLHL9;ITCH;UBE2S;NEDD4;CDC16;UBE2N;UBA3;MDM2;UBE2O;UBA2;ERCC8;UBA1;TRIM37;TRIP12;STUB1;SAE1;UBE2K;TRIM32;CUL4B
KEGG_2016	Non-alcoholic fatty liver disease (NAFLD) Homo sapiens hsa04932	85/151	2.1688991791818604e-09	2.5332742412844123e-08	0	0	2.6613110870796644	53.09061753281089	GSK3B;NDUFA13;GSK3A;IRS1;NDUFA12;COX4I1;NDUFA10;PIK3CB;TNF;COX7C;PIK3CG;IKBKB;CASP8;AKT2;AKT3;MLX;AKT1;UQCRFS1;RAC1;MAP3K5;COX8A;SREBF1;PRKAB2;TRAF2;SDHA;SDHB;COX6B1;TNFRSF1A;COX7A2L;NDUFS8;PIK3CA;NDUFS7;DDIT3;NDUFS5;UQCRC1;NDUFS3;NDUFS2;NDUFS1;UQCRC2;PPARA;ATF4;NDUFB9;CEBPA;PRKAA1;NDUFB8;PRKAA2;NDUFB7;NDUFB10;NDUFB11;NDUFB5;NDUFB1;COX7A2;PIK3R2;PIK3R1;ADIPOR1;COX5B;COX5A;UQCRH;RELA;INS;MAPK9;BCL2L11;RXRA;CYC1;NDUFV2;BID;NDUFV1;NDUFA9;MLXIP;JUN;TGFB1;NDUFA5;NDUFA4;NDUFA3;EIF2AK3;COX6C;EIF2S1;UQCRHL;MLXIPL;ITCH;UQCRQ;CYCS;FAS;BAX;MAP3K11
KEGG_2016	Colorectal cancer Homo sapiens hsa05210	43/62	4.0304650807286676e-09	4.526522321433734e-08	0	0	4.6628347538070045	90.1297237786355	GSK3B;ARAF;PIK3R2;PIK3CB;PIK3R1;PIK3CG;MAPK9;CCND1;MYC;AKT2;AKT3;RAC2;AKT1;RAC3;MAPK1;RAC1;MAPK3;SMAD2;TCF7L2;MAP2K1;TGFB2;JUN;TCF7L1;SMAD4;TGFB1;SMAD3;BAD;AXIN1;FOS;MLH1;RHOA;TGFBR1;TGFBR2;MSH6;MSH2;PIK3CA;APC;MSH3;BAX;CYCS;CTNNB1;RAF1;TP53
KEGG_2016	Toxoplasmosis Homo sapiens hsa05145	69/118	8.242088137198068e-09	8.91366568911791e-08	0	0	2.906384745298952	54.099480846536416	ITGB1;CD40;LAMC3;LAMC2;PIK3CB;LAMC1;TNF;PIK3CG;IKBKB;CASP8;AKT2;AKT3;AKT1;IKBKG;JAK2;MAP3K7;JAK1;MAP2K3;CHUK;IFNGR1;TYK2;TNFRSF1A;PIK3CA;TRAF6;ITGA6;TLR2;HLA-DQB1;LAMA5;LAMA2;LAMA1;LAMA3;GNAI3;PIK3R2;PIK3R1;RELA;GNAI1;GNAI2;MAPK9;SOCS1;HLA-DMB;IRAK1;MAPK1;LDLR;MAP2K6;MAPK3;HSPA8;TGFB2;TGFB1;HSPA1L;LAMB3;BAD;IL10RB;LAMB2;STAT1;HSPA6;STAT3;LAMB1;HSPA2;NFKBIA;GNAO1;HLA-DPB1;CYCS;TAB2;TAB1;MYD88;HSPA1B;BCL2L1;NFKBIB;HSPA1A
KEGG_2016	Central carbon metabolism in cancer Homo sapiens hsa05230	45/67	8.556983369550957e-09	8.923711228246e-08	0	0	4.2146476278212806	78.29347802343494	SLC2A1;PIK3R2;PIK3CB;PDHB;SLC1A5;PIK3R1;HIF1A;PIK3CG;EGFR;GLS;HK1;NRAS;LDHA;MYC;AKT2;AKT3;ERBB2;AKT1;MAPK1;SLC16A3;HRAS;PDK1;MAPK3;PDGFRB;NTRK1;G6PD;MAP2K1;MAP2K2;PDHA1;IDH1;NTRK3;MTOR;SIRT3;SLC7A5;PFKL;PKM;PIK3CA;SCO2;HKDC1;RAF1;TP53;MET;PFKM;PFKP;FGFR1
KEGG_2016	Huntington's disease Homo sapiens hsa05016	101/193	1.4329047157268742e-08	1.4427868172146457e-07	0	0	2.2697813629966803	40.99446919680146	NDUFA13;NDUFA12;NDUFA10;CREB3L1;EP300;AP2M1;TGM2;SDHA;SDHB;COX6B1;COX7A2L;UQCRC1;VDAC3;VDAC2;VDAC1;UQCRC2;TP53;NDUFB10;NDUFB11;COX7A2;NRF1;UQCRH;CLTCL1;CYC1;NDUFV2;NDUFV1;DNAH12;CREBBP;DNAH10;DNAH14;UQCRQ;DLG4;SP1;GNAQ;CYCS;RCOR1;COX4I1;CLTC;CLTB;CLTA;AP2A1;COX7C;AP2A2;BBC3;CASP8;SIN3A;UQCRFS1;COX8A;GPX1;TBP;APAF1;CREB3;CREB1;NDUFS8;NDUFS7;NDUFS5;NDUFS3;NDUFS2;PPARG;NDUFS1;SLC25A5;SLC25A4;SLC25A6;NDUFB9;NDUFB8;DNAH1;HDAC2;DNAH2;NDUFB7;DCTN2;DNAH8;NDUFB5;HDAC1;DCTN1;DNAH5;HTT;NDUFB1;COX5B;COX5A;POLR2A;POLR2B;POLR2C;POLR2D;AP2S1;POLR2E;POLR2G;POLR2H;POLR2I;POLR2J;POLR2K;POLR2L;NDUFA9;NDUFA5;NDUFA4;NDUFA3;AP2B1;COX6C;UQCRHL;REST;BAX;TAF4
KEGG_2016	Hepatitis C Homo sapiens hsa05160	75/133	1.688818957872496e-08	1.6437837856625628e-07	0	0	2.669581451754456	47.77656836117697	SCARB1;GSK3B;IFNA4;CDKN1A;IFNA6;CD81;TRADD;IFNA2;ARAF;PPP2R2A;PIK3CB;IFIT1;TNF;CLDN1;PIK3CG;IKBKB;TBK1;PPP2R1B;PPP2R1A;AKT2;AKT3;AKT1;IKBKG;HRAS;IKBKE;JAK1;IFNA14;CHUK;DDX58;IFNA17;TRAF2;TYK2;PIAS1;TNFRSF1A;OAS1;PIK3CA;IRF3;TRAF3;PSME3;TRAF6;IRF1;OAS3;CLDN7;IRF7;RAF1;PPARA;TP53;IFNA10;RNASEL;PIK3R2;PIK3R1;RELA;EGFR;PPP2CA;PPP2CB;MAPK9;NRAS;RXRA;MAPK1;RIPK1;LDLR;MAPK3;BAD;STAT1;STAT2;STAT3;EIF2AK3;EIF2AK2;EIF2S1;NFKBIA;MAVS;PPP2R2C;PPP2R2D;GRB2;EIF3E
KEGG_2016	Prostate cancer Homo sapiens hsa05215	55/89	1.8150210205518765e-08	1.6796915930706025e-07	0	0	3.3352932130871724	59.45021302314169	RB1;GSK3B;CDKN1A;CDKN1B;HSP90AB1;ARAF;PIK3CB;PIK3CG;IKBKB;CCND1;CREB3L1;AKT2;AKT3;AKT1;EP300;IKBKG;HRAS;PDGFRB;HSP90AA1;MAP2K1;MAP2K2;CHUK;CREB3;CREB1;PIK3CA;CCNE2;CCNE1;RAF1;TP53;ATF4;GSTP1;PIK3R2;PIK3R1;RELA;EGFR;HSP90B1;INS;NRAS;ERBB2;E2F1;E2F2;MAPK1;E2F3;MAPK3;TCF7L2;CREBBP;TCF7L1;BAD;MTOR;NFKBIA;CDK2;MDM2;CTNNB1;GRB2;FGFR1
KEGG_2016	Carbon metabolism Homo sapiens hsa01200	66/113	1.840757910214359e-08	1.6796915930706025e-07	0	0	2.897412199630314	51.60436968615732	GPI;GLDC;ADPGK;OGDHL;ENO1;ENO3;HK1;IDH3B;PHGDH;ACADM;DLAT;ACADS;PSPH;IDH3A;G6PD;TPI1;TALDO1;SDHA;PGD;SDHB;HADHA;PKM;PCCA;EHHADH;HKDC1;PCCB;CAT;SUCLG2;SUCLG1;ALDOA;TKT;DLD;GAPDH;PRPS2;PRPS1;FH;RPEL1;SHMT2;RPE;DLST;PDHB;ACAT1;PGK1;HAO1;ACSS1;PRPS1L1;HAO2;PDHA1;MDH1;MDH2;IDH3G;IDH1;IDH2;MTHFR;CS;GLUD1;GLUD2;PFKL;PC;SUCLA2;PSAT1;OGDH;ACO1;ACO2;PFKM;PFKP
KEGG_2016	p53 signaling pathway Homo sapiens hsa04115	45/69	3.386683282426238e-08	2.9967015711165495e-07	0	0	3.862851220635652	66.44424594176634	STEAP3;CDKN1A;CD82;EI24;SERPINE1;RCHY1;THBS1;BBC3;CCNB3;CCNB2;CCND3;CCNB1;CASP8;CCND1;CHEK2;PMAIP1;SFN;BID;GTSE1;RRM2;APAF1;CDKN2A;IGFBP3;SIAH1;TSC2;TNFRSF10B;SERPINB5;CDK6;TP53I3;CCNE2;CCNE1;CDK4;CCNG2;CDK2;CCNG1;CDK1;MDM2;FAS;BAX;CYCS;ATM;MDM4;TP53;ATR;TP73
KEGG_2016	Thyroid hormone signaling pathway Homo sapiens hsa04919	67/118	6.692381209001237e-08	5.747574450083414e-07	0	0	2.7102292465283755	44.77220388980144	GSK3B;THRA;ITGB3;SLC2A1;ATP2A2;PIK3CB;ACTB;PIK3CG;ACTG1;MED14;CCND1;SIN3A;MYC;AKT2;AKT3;AKT1;PLCE1;EP300;PRKACA;PRKACB;HRAS;MED1;NCOA2;MAP2K1;MAP2K2;TSC2;ATP1B3;MED4;ATP1B1;KAT2B;KAT2A;MED24;NCOR1;PIK3CA;RAF1;TP53;MYH6;PFKFB2;NOTCH2;NOTCH3;HDAC2;NOTCH1;HDAC3;SRC;HDAC1;ATP1A4;ATP1A3;PIK3R2;ATP1A2;PIK3R1;ATP1A1;HIF1A;SLC9A1;NRAS;RXRA;MAPK1;MAPK3;CREBBP;BAD;STAT1;MTOR;RCAN1;RHEB;FXYD2;MDM2;CTNNB1;PFKP
KEGG_2016	Metabolic pathways Homo sapiens hsa01100	492/1239	7.55410984277922e-08	6.302285925975806e-07	0	0	1.3783985265162195	22.603790885266783	CDA;PGAP1;GLDC;UXS1;XYLT2;ABAT;ENO1;ENO3;GLS;GCSH;NSDHL;SCP2;NAMPT;PLCE1;XYLB;EARS2;ACOT8;GLCE;MTAP;MTHFD1;MTHFD2;UQCRC1;UQCRC2;HPRT1;PI4K2A;GNE;MTMR1;MTMR2;MTMR3;RPN2;SHMT2;RPN1;GNS;MTMR6;LDHC;UGT8;LDHB;LDHA;RDH12;RDH11;PNPO;HAO1;HAO2;FDFT1;PMM2;MTHFR;CYP4F8;MCAT;PRDX6;DHFR;CS;SQLE;GLUD1;UCK2;GLUD2;UCK1;FASN;PAH;PPT1;OGDH;PLCH1;ITPA;PIGS;GPI;PYGB;PIGU;PIGT;PIGO;PIGQ;QPRT;LPCAT1;PYGM;PIGX;SMPD4;IMPA1;IMPA2;TK2;TPI1;ARG1;ITPK1;HADHB;HADHA;AGPS;PIGK;TKT;DLD;GART;MGLL;FH;ASAH1;OAT;DLST;PTGS2;PTGS1;EXTL2;GCNT3;CEPT1;CKB;EXTL3;MDH1;GK;MDH2;AGK;CKMT1A;GLYCTK;GSS;GATC;GATB;AGMAT;GATM;NMNAT1;LPCAT4;DGKE;CHPF;TUSC3;LCLAT1;TM7SF2;NAGLU;CSGALNACT1;DGAT2;PCYT2;DGAT1;PGD;DGKZ;ACLY;SMS;IPPK;DNMT1;FECH;GMPS;MRI1;AK4;NTPCR;AK6;UQCRH;ACAT1;AK9;PMVK;PGK1;KDSR;POLR3GL;GFPT2;GFPT1;B3GALT6;DHCR24;UCKL1;P4HA1;UQCRQ;P4HA2;P4HA3;TBXAS1;ACO1;ACO2;DHCR7;GAL3ST1;ADPGK;COX4I1;TCIRG1;PIK3C2B;NADK2;PGM3;IDH3B;PGM2;UPP1;HMGCS2;PGM1;IDH3A;ADSL;HMGCS1;UGT1A1;CHPF2;SORD;DDOST;NT5C3A;PKM;PCCA;TST;POLR1A;DAD1;POLR1B;PCCB;POLR1C;UGT2B4;POLR1E;PIK3C3;DCTPP1;GAPDH;CERS1;CERS2;ALDH9A1;PRPS2;NDUFB9;PRPS1;NDUFB8;NDUFB7;RPEL1;NDUFB5;RPE;NDUFB1;HSD17B12;PDHB;HSD17B10;SRM;GANAB;POLR2A;POLR2B;POLR2C;POLR2D;POLR2E;UGT1A4;POLR2G;POLR2H;ACSS1;POLR2I;POLR2J;POLR2K;POLR2L;NDUFA9;DUT;NDUFA5;NDUFA4;IDH3G;NDUFA3;CYP51A1;ASS1;PFKL;NAGK;SUCLA2;PC;POLR3A;PSAT1;IMPDH2;POLR3F;PFKM;PFKP;DMGDH;PANK4;AHCYL2;AHCYL1;HPSE2;PNP;FLAD1;ANPEP;SEPHS1;SEPHS2;GLUL;MCCC2;PDHX;ALG8;ST6GAL1;ATP6V1G1;ALG6;ACSL1;ALG5;MCCC1;TALDO1;MOGS;ACSL4;ALG1;ACSL3;CMBL;PISD;SUCLG2;SUCLG1;LAP3;ATP6V0D1;ALDH7A1;CES1;PTGES;GCDH;PTDSS2;CYP27B1;UGCG;PTDSS1;SGPL1;ATP6V0A2;PCK2;ATP6V0A1;SLC33A1;PYCR1;PYCR2;PAICS;ACADSB;EXT1;EXT2;POLA1;POLA2;HAL;CYP2S1;ALDH18A1;LDHAL6A;CDS2;HIBADH;ACY1;GPAA1;GBE1;AKR1B1;COX7C;THTPA;SPTLC1;SPTLC2;ACADL;SPTLC3;NNT;CD38;PHGDH;ACADM;DLAT;NANS;ACADS;AASS;COX8A;CBR1;GAA;AKR1A1;NME2;NME3;AMPD2;NME4;APRT;NME1;UGDH;ALDH5A1;NME6;ALDOA;UMPS;ATP6V0C;PRIM2;DTYMK;AHCY;PRIM1;HSD17B3;HSD17B4;COX5B;TYMS;COX5A;HSD17B8;PTS;TRAK2;MTHFD1L;MGAT5;HSD17B1;HSD17B2;MGAT2;CBR3;PTGES2;PTGES3;COX6C;ETNPPL;PNPLA2;DPAGT1;GALNT12;NDUFA13;GALNT14;GALNT13;AMY2A;NDUFA12;AMY2B;MPI;NDUFA10;MSMO1;OGDHL;COMT;PLB1;GALNT10;CNDP2;FPGS;ENPP1;GGT1;HADH;PSPH;G6PD;AMY1A;ALG14;ALG13;OCRL;ALG11;SDHA;SDHB;COX6B1;DPM1;ALDH3A2;ATP6V1A;IDI1;ISYNA1;NNMT;NDUFB10;NDUFB11;COX15;IDI2;PLD1;ACACB;ACACA;PLD3;NME1-NME2;EBP;FUT8;MAN2A1;ALDH3B1;ATP6V1H;CYC1;NDUFV2;NDUFV1;CYP2J2;GGT7;PDHA1;IDH1;IDH2;DOLK;COQ6;COQ5;GCLC;COQ2;CYP11B1;STT3A;PI4KA;ALPL;CYCS;DEGS1;STT3B;PI4KB;GALK1;B4GALT3;ACADVL;B4GALT1;MTR;HK1;SGSH;ALDH2;KYNU;UQCRFS1;NOS1;GUSB;POLE;BCKDHA;ATP6AP1;DCXR;BCKDHB;CAD;PLA2G4A;CTPS2;CTPS1;LSS;NDUFS8;CYP26C1;NDUFS7;ACOX1;NDUFS5;EHHADH;ALDH1A2;HKDC1;ATP6V1B2;NDUFS3;NDUFS2;NDUFS1;MAN1B1;B4GALT7;ATP6V1B1;LAMA5;PON3;MVK;PON2;LAMA3;PDXP;HMGCR;MAT2B;NT5C2;AGPAT2;AGPAT3;POLD3;MAT2A;GMDS;ALDH1B1;CBS;POLD1;PRPS1L1;CDIPT;GALNT6;GALNT5;FAHD1;RRM2;GALNT2;B3GAT3;NOS3;GALNT1;UQCRHL;POLE4;CYP24A1;GLB1;POLE3;CHPT1;LPIN2
KEGG_2016	Tight junction Homo sapiens hsa04530	76/139	8.040396218164295e-08	6.521654710288817e-07	0	0	2.489933050253939	40.67605022436176	RAB3B;PPP2R2A;CLDN1;YBX3;ACTB;ACTG1;PPP2R1B;PPP2R1A;AKT2;AKT3;AKT1;HRAS;SPTAN1;MAGI1;ACTN3;CSNK2A1;ACTN2;ACTN1;MYH15;MAGI2;CSNK2A2;CASK;SHROOM3;RRAS2;ACTN4;SHROOM1;RHOA;SHROOM4;MYH1;MYH2;CTTN;PARD3;CSNK2B;CLDN7;EXOC4;MYH8;MYH9;MYH4;LLGL1;MYH6;LLGL2;MYH7;EPB41;SRC;GNAI3;GNAI1;GNAI2;PPP2CA;PPP2CB;NRAS;PARD6B;RRAS;EPB41L1;EPB41L2;EPB41L3;MYH13;CTNNA1;MYH14;SYMPK;MYH11;CTNNA3;CTNNA2;MYH10;MPDZ;YES1;CGN;TJAP1;TJP1;VAPA;PPP2R2C;CDK4;PPP2R2D;RAB13;CTNNB1;TJP3;TJP2
KEGG_2016	Hippo signaling pathway Homo sapiens hsa04390	81/153	1.9601519811876358e-07	1.546930752721053e-06	0	0	2.3222556739231126	35.86740989302429	YWHAE;GSK3B;BMPR2;YWHAB;WWC1;SERPINE1;ITGB2;PPP2R2A;FZD10;LIMD1;AREG;ACTB;AMOT;ACTG1;BBC3;PPP1CB;PPP1CC;CCND3;CCND1;PPP2R1B;YWHAQ;PPP2R1A;MYC;BTRC;TEAD1;YWHAG;TEAD2;YWHAH;TEAD4;FBXW11;WNT5A;AXIN1;SCRIB;YWHAZ;FRMD1;TGFBR1;TGFBR2;LATS1;FRMD6;PARD3;LLGL1;LLGL2;WNT8A;AFP;SAV1;STK3;PPP2CA;PPP2CB;PARD6B;DVL1;TP53BP2;DVL2;CTNNA1;DVL3;CTNNA3;CTNNA2;SMAD2;TCF7L2;TGFB2;SMAD4;TCF7L1;TGFB1;SMAD3;FZD2;FZD7;FZD6;GDF5;PPP1CA;MOB1B;MOB1A;DLG1;DLG2;APC;PPP2R2C;DLG4;PPP2R2D;CTNNB1;NF2;BMPR1B;TP73;BMPR1A
KEGG_2016	DNA replication Homo sapiens hsa03030	27/36	2.551122426395548e-07	1.9603361802828947e-06	0	0	6.170418006430868	93.67658489679572	PRIM2;FEN1;PCNA;MCM7;PRIM1;POLD3;RNASEH1;POLD1;POLE;RFC5;RFC3;RFC4;RFC2;RPA1;RPA2;POLE4;POLA1;POLA2;RPA3;POLE3;MCM3;MCM4;MCM5;MCM6;SSBP1;DNA2;MCM2
KEGG_2016	RNA degradation Homo sapiens hsa03018	47/77	3.3048749601696254e-07	2.4744192009475145e-06	0	0	3.227174525162545	48.158147643537525	ZCCHC7;DDX6;DIS3L;PARN;WDR61;ENO1;ENO3;TOB1;HSPD1;EDC4;EXOSC7;EXOSC5;EXOSC10;EXOSC8;DHX36;PABPC1L2A;EXOSC3;EXOSC2;EXOSC1;HSPA9;TTC37;CNOT6L;DIS3;PABPC4;PABPC5;LSM4;LSM3;LSM2;PAN2;CNOT6;PFKL;CNOT7;XRN1;CNOT1;CNOT2;XRN2;C1D;CNOT3;PABPC3;SKIV2L;PABPC1;CNOT8;DCP1A;PFKM;DCP2;PFKP;MPHOSPH6
KEGG_2016	Sphingolipid signaling pathway Homo sapiens hsa04071	66/120	4.196027947987393e-07	3.0631004020307963e-06	0	0	2.520503868008489	37.01097117186852	TRADD;PPP2R2A;PIK3CB;TNF;PIK3CG;SPTLC1;PPP2R1B;SPTLC2;PPP2R1A;PPP2R5E;SPTLC3;AKT2;AKT3;BDKRB2;RAC2;AKT1;RAC3;RAC1;CTSD;HRAS;MAP3K5;MAP2K1;ABCC1;MAP2K2;PPP2R5A;TRAF2;PPP2R5C;RHOA;TNFRSF1A;PIK3CA;RAF1;TP53;CERS1;CERS2;ASAH1;ROCK1;ROCK2;GNAI3;PIK3R2;PIK3R1;PLD1;RELA;GNAI1;GNAI2;PPP2CA;GNA13;PPP2CB;MAPK9;SGPL1;NRAS;GNA12;MAPK1;S1PR3;FYN;S1PR5;BID;MAPK3;NOS3;PPP2R3B;PPP2R3A;SGPP1;PPP2R2C;GNAQ;PPP2R2D;BAX;DEGS1
KEGG_2016	Oocyte meiosis Homo sapiens hsa04114	67/123	5.542813985408634e-07	3.947565082291027e-06	0	0	2.467322886634241	35.54325014222326	YWHAE;CALML5;YWHAB;SMC3;CDC20;PPP1CB;PPP1CC;RPS6KA3;PPP3CA;RPS6KA6;SLK;CDC23;PPP3CC;PPP2R1B;YWHAQ;PPP2R1A;PPP2R5E;RPS6KA2;CDC27;RPS6KA1;BTRC;PRKACA;PRKACB;YWHAG;SKP1;YWHAH;MAP2K1;FBXW11;PPP2R5A;PPP2R5C;SMC1A;YWHAZ;RBX1;ADCY9;CCNE2;CCNE1;ANAPC5;ANAPC1;ANAPC2;CAMK2B;CAMK2D;CUL1;ADCY2;ADCY1;ANAPC10;ADCY6;AURKA;INS;PPP2CA;CCNB2;PPP2CB;CCNB1;MAPK1;BUB1;MAPK3;PLK1;PPP1CA;MOS;MAD2L2;CDC16;CDK2;CDK1;CALM3;CALM1;CALM2;CPEB4;MAD2L1
KEGG_2016	Proteoglycans in cancer Homo sapiens hsa05205	100/203	7.624975812443691e-07	5.283053731518461e-06	0	0	2.0053399561618463	28.24855518279661	HPSE2;ARAF;FZD10;TNF;ACTB;ACTG1;PPP1CB;PPP1CC;CCND1;PLAU;MYC;AKT2;AKT3;AKT1;PLCE1;PRKACA;PRKACB;MAP2K1;MAP2K2;RPS6;WNT5A;ANK3;TIAM1;EZR;RAF1;TP53;DDX5;SDC4;SDC2;PXN;TWIST1;PIK3R2;PIK3R1;IQGAP1;HIF1A;SLC9A1;VTN;RRAS;SMAD2;TGFB2;FZD2;TGFB1;CAV3;CAV2;FZD7;CAV1;FZD6;RDX;FN1;MSN;MDM2;GRB2;FGFR1;ITGB1;CDKN1A;ITGB3;HSPB2;PIK3CB;PIK3CG;CTSL;RAC1;HRAS;ARHGEF12;PPP1R12A;RRAS2;RHOA;CTTN;PIK3CA;PPP1R12B;MET;CD44;TLR2;CAMK2B;CD63;CAMK2D;ROCK1;ROCK2;SRC;WNT8A;CBL;THBS1;EGFR;NRAS;ERBB3;ERBB4;GPC1;ERBB2;FLNA;MAPK1;FLNB;FLNC;EIF4B;MAPK3;STAT3;PTPN11;MTOR;PPP1CA;TFAP4;CTNNB1;FAS
KEGG_2016	TNF signaling pathway Homo sapiens hsa04668	61/110	7.779839399153898e-07	5.283053731518461e-06	0	0	2.566248786724171	36.09829241986053	ATF2;TRADD;PIK3CB;TNF;CXCL5;PIK3CG;ICAM1;RPS6KA4;IKBKB;CASP8;CASP10;CREB3L1;AKT2;AKT3;AKT1;IKBKG;DNM1L;MAP3K7;JUNB;MAP3K5;MAP2K3;MAP2K4;MAP2K1;RIPK3;CHUK;TRAF2;TRAF1;FOS;TNFRSF1B;TNFRSF1A;CREB3;MMP14;CREB1;PIK3CA;TRAF3;PGAM5;ATF4;CEBPB;ATF6B;PIK3R2;PIK3R1;PTGS2;RELA;MAPK9;BAG4;MAPK1;RIPK1;FADD;MAP2K7;MAP2K6;MAPK3;JUN;JAG1;MLKL;NFKBIA;ITCH;FAS;TAB2;TAB1;MAP3K14;IL18R1
KEGG_2016	AMPK signaling pathway Homo sapiens hsa04152	67/124	8.213200739045296e-07	5.450578672275515e-06	0	0	2.4238554327584483	33.963917811167725	CRTC2;IRS1;PPP2R2A;SLC2A4;PIK3CB;ELAVL1;PIK3CG;LIPE;GYS1;EEF2K;CCND1;PPP2R1B;PPP2R1A;PPP2R5E;CREB3L1;AKT2;HNF4A;AKT3;AKT1;MAP3K7;RAB8A;RAB2A;SREBF1;PRKAB2;CPT1A;TSC2;PPP2R5A;PPP2R5C;SIRT1;CCNA2;CREB3;CCNA1;CREB1;PIK3CA;AKT1S1;PPARG;PFKFB2;PFKFB1;PRKAA1;PFKFB3;PRKAA2;CAB39;PIK3R2;PIK3R1;HMGCR;ADIPOR1;ACACB;ACACA;INS;PPP2CA;PPP2CB;PCK2;PPP2R3B;PPP2R3A;EEF2;MTOR;RAB11B;RAB10;PFKL;PPP2R2C;RAB14;RHEB;SCD;FASN;PPP2R2D;PFKM;PFKP
